Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Frequency_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-06 09:45:55,18,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword Search,First page,2,Yes,Rarely,Changed my mind or no longer need the item,Never,No,Never,Yes,5,No,1,5,User-friendly website/app interface,Customer service responsiveness,583604,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 16:49:43,4,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Other,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Always,No,Moderately,No,2,Yes,1,5,Quick delivery,Shipping speed and reliability,808425,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-08 17:49:59,67,Other,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Category Browsing,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Rarely,No,Occasionally,No,5,Sometimes,4,4,Quick delivery,Nil,791209,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-05 22:05:25,13,Other,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,Not specified,First page,2,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,Never,Yes,2,No,4,5,User-friendly website/app interface,better app interface and lower shipping charges,642380,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:19:41,58,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,Category Browsing,First page,3,Yes,Never,Other,Often,No,Heavily,Yes,4,Sometimes,3,1,Customer service,Add more familiar brands to the list,535035,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-08 17:57:03,7,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Other,First page,1,Yes,Sometimes,Other,Never,No,Rarely,No,4,No,1,5,User-friendly website/app interface,User interface,362934,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-07 23:08:52,25,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,4,Yes,Rarely,Found a better price elsewhere,Often,No,Heavily,Yes,4,No,1,2,All the above,Add more familiar brands to the list,818647,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 07:16:40,33,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,Other,Multiple pages,1,No,Always,Changed my mind or no longer need the item,Never,No,Rarely,No,5,Yes,4,1,Not specified,Nil,447373,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-06 14:07:12,47,Prefer not to say,Less than once a month,Beauty and Personal Care,Yes,Few times a month,Keyword Search,First page,1,No,Rarely,Other,Always,No,Heavily,Yes,2,No,1,1,Customer service,Customer service responsiveness,680024,['Beauty and Personal Care']
2023-06-08 22:40:33,23,Female,Less than once a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,5,Maybe,Often,High shipping costs,Always,Yes,Moderately,Yes,4,Sometimes,1,5,Quick delivery,Irrelevant product suggestions,276117,['Clothing and Fashion']
2023-06-06 09:59:35,55,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Other,First page,5,No,Never,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,Sometimes,1,3,Customer service,Quality of product is very poor according to the big offers,513452,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 09:33:35,55,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a week,Keyword Search,Multiple pages,3,No,Rarely,Found a better price elsewhere,Never,No,Occasionally,Sometimes,4,Sometimes,3,1,Customer service,Customer service responsiveness,150583,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-11 23:06:52,20,Other,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword Search,Multiple pages,4,Yes,Never,Other,Rarely,Yes,Heavily,Yes,3,No,5,1,Wide product selection,Nothing,512979,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 18:30:43,41,Other,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Other,First page,1,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Rarely,No,2,Yes,2,4,Customer service,UI,218072,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 03:25:14,43,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,Category Browsing,First page,4,Maybe,Never,Other,Sometimes,No,Occasionally,Sometimes,3,Yes,1,3,Not specified,Quality of product is very poor according to the big offers,219672,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-05 04:26:25,14,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Not specified,Multiple pages,4,Maybe,Rarely,High shipping costs,Never,Yes,Heavily,No,1,Sometimes,3,5,Customer service,Product quality and accuracy,727744,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 16:46:52,41,Male,Once a month,Clothing and Fashion;others,No,Rarely,Category Browsing,First page,1,Maybe,Never,Found a better price elsewhere,Often,No,Rarely,Yes,1,No,2,3,Customer service,User interface of app,485040,"['Clothing and Fashion', 'Other']"
2023-06-06 18:44:04,13,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Category Browsing,First page,5,Maybe,Often,Other,Rarely,No,Heavily,No,5,No,2,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,720879,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 10:30:39,14,Prefer not to say,Multiple times a week,Clothing and Fashion;others,No,Few times a month,Keyword Search,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,1,No,5,3,Product recommendations,Add more familiar brands to the list,101357,"['Clothing and Fashion', 'Other']"
2023-06-09 15:09:41,18,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Multiple times a day,Category Browsing,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,1,Yes,1,3,Product recommendations,No problems with Amazon,702224,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-09 10:22:03,42,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Keyword Search,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,1,No,1,3,Competitive prices,Product quality and accuracy,998820,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 14:40:30,11,Male,Once a week,Groceries and Gourmet Food,Yes,Few times a month,Filter,Multiple pages,1,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,No,3,4,Customer service,Nil,673241,['Groceries and Gourmet Food']
2023-06-11 23:19:12,41,Other,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword Search,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Always,Yes,Rarely,No,5,Yes,5,3,Quick delivery,better app interface and lower shipping charges,307554,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 22:08:15,38,Other,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,Filter,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Never,Yes,5,Yes,2,4,All the above,Quality of product is very poor according to the big offers,895906,"['Clothing and Fashion', 'Other']"
2023-06-11 23:17:41,11,Other,Once a week,Home and Kitchen,Yes,Multiple times a day,Keyword Search,First page,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,3,Sometimes,2,4,Not specified,Nothing,586458,['Home and Kitchen']
2023-06-12 15:55:53,27,Prefer not to say,Less than once a month,Home and Kitchen,Sometimes,Few times a week,Category Browsing,First page,1,Yes,Often,Other,Rarely,Yes,Moderately,Yes,4,Sometimes,3,5,Product recommendations,Reducing packaging waste,596757,['Home and Kitchen']
2023-06-04 22:13:28,65,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,Not specified,First page,3,Yes,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,1,No,4,5,Wide product selection,User interface,917970,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-06 13:06:16,4,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword Search,Multiple pages,2,Maybe,Never,Changed my mind or no longer need the item,Often,Yes,Never,Sometimes,3,Sometimes,4,5,Customer service,Quality of product is very poor according to the big offers,653756,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 22:07:33,54,Prefer not to say,Once a week,others,Yes,Few times a week,Filter,Multiple pages,2,No,Always,Found a better price elsewhere,Sometimes,Yes,Heavily,No,1,Sometimes,1,5,Not specified,Not specified,137500,['Other']
2023-06-05 22:08:15,4,Other,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,Other,First page,5,Yes,Never,High shipping costs,Always,Yes,Never,Yes,2,Yes,1,1,Wide product selection,Scrolling option would be much better than going to next page,146081,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-11 23:15:37,48,Prefer not to say,Few times a month,Home and Kitchen,Yes,Multiple times a day,Filter,First page,3,Yes,Rarely,Other,Often,Yes,Moderately,No,5,Yes,5,2,Not specified,Quality of product is very poor according to the big offers,426584,['Home and Kitchen']
2023-06-09 09:37:15,54,Female,Few times a month,Home and Kitchen,Sometimes,Few times a month,Not specified,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Often,No,Moderately,No,5,No,3,2,Competitive prices,Product quality and accuracy,457090,['Home and Kitchen']
2023-06-11 23:25:09,67,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,Category Browsing,First page,4,No,Often,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,3,No,3,5,Wide product selection,No problems with Amazon,558339,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-06 18:51:13,24,Other,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword Search,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,1,Yes,3,2,Customer service,Nil,963304,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 18:57:14,49,Male,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,Not specified,First page,4,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,5,Sometimes,5,3,Customer service,Irrelevant product suggestions,103257,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 10:23:05,6,Other,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Filter,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,No,3,No,2,5,Quick delivery,UI,546186,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 08:43:26,53,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Not specified,Multiple pages,3,Yes,Often,Other,Sometimes,No,Rarely,Yes,3,No,3,5,Customer service,Product quality and accuracy,857823,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 17:29:01,33,Female,Multiple times a week,Beauty and Personal Care;others,No,Few times a month,Category Browsing,First page,2,No,Sometimes,High shipping costs,Often,Yes,Rarely,No,1,No,5,1,Wide product selection,No problems with Amazon,791429,"['Beauty and Personal Care', 'Other']"
2023-06-11 22:49:05,25,Other,Once a month,Beauty and Personal Care;others,Yes,Few times a week,Other,First page,2,Yes,Often,Found a better price elsewhere,Always,Yes,Rarely,Sometimes,4,No,4,2,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues,513745,"['Beauty and Personal Care', 'Other']"
2023-06-11 22:42:48,7,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword Search,Multiple pages,1,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Never,No,2,No,4,4,Wide product selection,Shipping speed and reliability,503215,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 18:49:25,60,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword Search,First page,4,Maybe,Sometimes,Other,Often,No,Occasionally,No,3,No,1,3,Customer service,UI,821531,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 17:25:27,9,Other,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Other,First page,2,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Occasionally,Sometimes,3,Sometimes,1,1,Quick delivery,better app interface and lower shipping charges,290183,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 19:24:06,18,Other,Few times a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,4,Yes,Never,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Yes,4,3,Competitive prices,I don't have any problem with Amazon,747793,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-08 17:55:15,55,Other,Less than once a month,others,Sometimes,Few times a week,Other,Multiple pages,3,Yes,Sometimes,Other,Often,Yes,Never,Sometimes,3,No,5,1,All the above,User interface,443622,['Other']
2023-06-09 19:28:09,53,Female,Few times a month,Clothing and Fashion;others,Yes,Few times a month,Other,Multiple pages,1,No,Rarely,Other,Always,Yes,Moderately,No,2,Yes,1,4,Customer service,I don't have any problem with Amazon,898719,"['Clothing and Fashion', 'Other']"
2023-06-05 09:56:58,56,Other,Once a month,Beauty and Personal Care;others,No,Multiple times a day,Not specified,First page,2,No,Sometimes,Other,Rarely,No,Occasionally,No,3,No,1,5,Quick delivery,UI,494799,"['Beauty and Personal Care', 'Other']"
2023-06-07 13:25:26,66,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Keyword Search,Multiple pages,1,Yes,Always,Found a better price elsewhere,Never,Yes,Heavily,Sometimes,5,Yes,4,1,Customer service,Product quality and accuracy,367052,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 07:33:15,24,Male,Once a week,Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Not specified,Multiple pages,5,Maybe,Always,High shipping costs,Sometimes,No,Moderately,Yes,3,No,2,5,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues,922201,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-12 15:40:25,56,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Other,First page,4,Yes,Never,Found a better price elsewhere,Rarely,No,Moderately,Yes,1,Yes,5,3,Wide product selection,UI,640343,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-11 23:16:58,46,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,Other,Multiple pages,1,Maybe,Never,Other,Never,No,Never,Yes,1,No,5,2,Customer service,Product quality and accuracy,463351,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-07 18:29:53,36,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword Search,First page,1,Maybe,Rarely,High shipping costs,Never,Yes,Moderately,Yes,5,No,1,2,Wide product selection,Add more familiar brands to the list,304809,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 22:17:40,29,Prefer not to say,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,2,No,Rarely,High shipping costs,Always,Yes,Never,Yes,1,No,5,2,Customer service,Nothing,799335,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-05 22:08:15,41,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,Filter,First page,2,Maybe,Rarely,High shipping costs,Always,No,Never,Yes,1,Sometimes,4,3,Not specified,Scrolling option would be much better than going to next page,390724,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-04 13:28:19,41,Prefer not to say,Once a week,others,No,Rarely,Category Browsing,First page,3,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,2,No,4,3,Wide product selection,Scrolling option would be much better than going to next page,368298,['Other']
2023-06-07 13:05:41,4,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Other,First page,5,No,Sometimes,Other,Rarely,Yes,Occasionally,No,5,Yes,1,4,Not specified,UI,838614,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 00:02:56,25,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Category Browsing,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Sometimes,4,No,2,2,Not specified,Nothing,526934,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 19:27:00,44,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,Filter,First page,4,Maybe,Always,Found a better price elsewhere,Often,No,Rarely,Sometimes,5,Yes,3,5,Not specified,better app interface and lower shipping charges,904710,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-07 12:36:04,66,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Rarely,Filter,First page,5,Yes,Sometimes,High shipping costs,Never,Yes,Moderately,Sometimes,4,Yes,5,5,Customer service,Customer service responsiveness,312387,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-07 11:48:25,9,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Filter,First page,5,No,Often,Found a better price elsewhere,Rarely,No,Rarely,No,2,No,2,1,Competitive prices,No problems with Amazon,393069,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-06 18:57:14,59,Other,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Category Browsing,Multiple pages,1,Maybe,Never,Other,Always,Yes,Rarely,Sometimes,3,No,3,4,User-friendly website/app interface,Add more familiar brands to the list,642226,"['Groceries and Gourmet Food', 'Home and Kitchen', 'Other']"
2023-06-05 00:39:14,67,Other,Few times a month,Clothing and Fashion,Yes,Few times a week,Category Browsing,Multiple pages,2,No,Never,Found a better price elsewhere,Always,Yes,Heavily,No,2,No,2,3,Customer service,Product quality and accuracy,773381,['Clothing and Fashion']
2023-06-06 18:42:00,16,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,Keyword Search,Multiple pages,3,No,Never,High shipping costs,Always,Yes,Rarely,Yes,1,Yes,1,3,Customer service,Nothing,506504,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-04 23:38:30,50,Prefer not to say,Once a month,Home and Kitchen;others,No,Rarely,Category Browsing,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,1,Sometimes,5,5,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues,655251,"['Home and Kitchen', 'Other']"
2023-06-04 19:23:21,3,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Filter,Multiple pages,5,Maybe,Never,High shipping costs,Always,Yes,Heavily,No,1,No,1,3,User-friendly website/app interface,Scrolling option would be much better than going to next page,635718,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-04 20:45:45,65,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Not specified,Multiple pages,1,Yes,Never,Found a better price elsewhere,Never,Yes,Occasionally,Yes,3,Sometimes,3,3,Wide product selection,Add more familiar brands to the list,222159,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 21:21:10,22,Other,Once a week,Home and Kitchen;others,No,Few times a week,Keyword Search,Multiple pages,3,No,Sometimes,Other,Often,Yes,Heavily,Sometimes,3,No,1,3,User-friendly website/app interface,better app interface and lower shipping charges,603620,"['Home and Kitchen', 'Other']"
2023-06-12 15:57:52,30,Other,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,Other,First page,1,No,Often,Other,Sometimes,Yes,Never,Sometimes,2,No,1,3,All the above,Customer service responsiveness,544766,"['Groceries and Gourmet Food', 'Home and Kitchen', 'Other']"
2023-06-08 18:39:59,16,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Rarely,Other,Multiple pages,5,Yes,Never,Changed my mind or no longer need the item,Never,Yes,Heavily,Sometimes,1,No,5,4,Wide product selection,Customer service responsiveness,325627,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-04 23:57:10,7,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Filter,First page,2,No,Never,High shipping costs,Sometimes,No,Never,No,2,Sometimes,5,5,All the above,Nothing,387221,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-05 13:45:30,20,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Other,First page,2,No,Never,Other,Rarely,Yes,Rarely,Yes,1,Yes,2,4,Customer service,User interface,531616,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 09:35:57,20,Female,Multiple times a week,Clothing and Fashion,No,Rarely,Category Browsing,Multiple pages,3,Yes,Always,Other,Sometimes,No,Never,Yes,4,No,1,3,Competitive prices,Customer service responsiveness,447479,['Clothing and Fashion']
2023-06-16 09:16:05,22,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Not specified,Multiple pages,4,No,Always,High shipping costs,Always,No,Never,No,1,No,3,2,Customer service,I don't have any problem with Amazon,295328,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 12:23:07,25,Other,Multiple times a week,Home and Kitchen;others,Yes,Few times a month,Other,First page,5,Maybe,Always,High shipping costs,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,5,Quick delivery,better app interface and lower shipping charges,626900,"['Home and Kitchen', 'Other']"
2023-06-08 17:28:47,5,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,Other,First page,2,Maybe,Never,Other,Rarely,Yes,Occasionally,No,4,Sometimes,5,1,Quick delivery,No problems with Amazon,222504,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-08 17:49:56,56,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Not specified,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Heavily,No,5,Sometimes,3,1,Customer service,UI,856966,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 14:16:43,18,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Category Browsing,Multiple pages,5,Maybe,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,4,Yes,5,5,All the above,Quality of product is very poor according to the big offers,843465,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 20:49:12,37,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple times a day,Other,First page,3,No,Never,Found a better price elsewhere,Never,Yes,Moderately,No,5,No,5,2,Not specified,User interface,250771,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-08 17:30:34,16,Male,Multiple times a week,Home and Kitchen;others,Yes,Rarely,Other,Multiple pages,3,No,Always,Changed my mind or no longer need the item,Often,No,Rarely,Yes,5,No,4,2,All the above,Product quality and accuracy,461429,"['Home and Kitchen', 'Other']"
2023-06-08 16:29:56,44,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Not specified,First page,2,Yes,Never,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,4,Sometimes,4,5,Product recommendations,Scrolling option would be much better than going to next page,350060,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-04 18:01:59,39,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,Category Browsing,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,3,Yes,1,2,Quick delivery,better app interface and lower shipping charges,865415,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-05 20:49:12,48,Male,Once a month,Beauty and Personal Care;others,Yes,Multiple times a day,Category Browsing,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Sometimes,5,Sometimes,2,3,Not specified,better app interface and lower shipping charges,840560,"['Beauty and Personal Care', 'Other']"
2023-06-09 10:23:05,15,Other,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Other,First page,3,No,Always,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,3,Sometimes,1,5,Wide product selection,Add more familiar brands to the list,241303,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-07 18:16:51,65,Male,Less than once a month,Groceries and Gourmet Food,No,Multiple times a day,Not specified,First page,5,Yes,Always,High shipping costs,Always,No,Moderately,Sometimes,4,Yes,5,5,User-friendly website/app interface,better app interface and lower shipping charges,938045,['Groceries and Gourmet Food']
2023-06-08 03:28:23,49,Other,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,Category Browsing,Multiple pages,3,Yes,Never,High shipping costs,Sometimes,Yes,Never,Yes,1,Yes,4,1,Quick delivery,Reducing packaging waste,627531,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-06 18:48:26,34,Female,Once a month,Beauty and Personal Care;others,No,Multiple times a day,Not specified,First page,3,Maybe,Sometimes,High shipping costs,Rarely,Yes,Heavily,No,4,No,4,3,Quick delivery,Nothing,133197,"['Beauty and Personal Care', 'Other']"
